id,time,qpos,qvel,qacc,ctrl
0,0.001,[0.],[0.],[0.],[0.]
1,0.002,[2.88217613e-07],[0.00028822],[0.28821761],[0.3141572]
2,0.003,[1.1528583e-06],[0.00086464],[0.57642307],[0.62830199]
3,0.004,[2.88210319e-06],[0.00172924],[0.86460421],[0.94242199]
4,0.005,[5.76409698e-06],[0.00288199],[1.15274889],[1.25650477]
5,0.006,[1.00869357e-05],[0.00432284],[1.44084495],[1.57053795]
6,0.007,[1.61386547e-05],[0.00605172],[1.72888023],[1.88450913]
7,0.008,[2.42072162e-05],[0.00806856],[2.01684259],[2.19840592]
8,0.009000000000000001,[3.45804976e-05],[0.01037328],[2.30471988],[2.51221591]
9,0.010000000000000002,[4.7546279e-05],[0.01296578],[2.59249996],[2.82592672]
10,0.011000000000000003,[6.33922311e-05],[0.01584595],[2.88017069],[3.13952598]
11,0.012000000000000004,[8.24059031e-05],[0.01901367],[3.16771993],[3.45300129]
12,0.013000000000000005,[0.00010487],[0.02246881],[3.45513556],[3.76634028]
13,0.014000000000000005,[0.00013109],[0.02621121],[3.74240544],[4.07953058]
14,0.015000000000000006,[0.00016133],[0.03024073],[4.02951747],[4.39255983]
15,0.016000000000000007,[0.00019588],[0.03455719],[4.31645952],[4.70541567]
16,0.017000000000000008,[0.00023504],[0.03916041],[4.6032195],[5.01808574]
17,0.01800000000000001,[0.00027909],[0.04405019],[4.8897853],[5.33055771]
18,0.01900000000000001,[0.00032832],[0.04922634],[5.17614483],[5.64281924]
19,0.02000000000000001,[0.00038301],[0.05468863],[5.46228602],[5.954858]
20,0.02100000000000001,[0.00044345],[0.06043682],[5.74819677],[6.26666168]
21,0.022000000000000013,[0.00050992],[0.06647069],[6.03386504],[6.57821795]
22,0.023000000000000013,[0.00058271],[0.07278997],[6.31927876],[6.88951453]
23,0.024000000000000014,[0.0006621],[0.07939439],[6.60442589],[7.20053913]
24,0.025000000000000015,[0.00074838],[0.08628369],[6.8892944],[7.51127946]
25,0.026000000000000016,[0.00084184],[0.09345756],[7.17387225],[7.82172325]
26,0.027000000000000017,[0.00094276],[0.10091571],[7.45814745],[8.13185826]
27,0.028000000000000018,[0.00105142],[0.10865781],[7.74210798],[8.44167224]
28,0.02900000000000002,[0.0011681],[0.11668356],[8.02574186],[8.75115295]
29,0.03000000000000002,[0.00129309],[0.12499259],[8.30903712],[9.06028818]
30,0.03100000000000002,[0.00142668],[0.13358457],[8.5919818],[9.36906573]
