id,time,qpos,qvel,qacc,ctrl
0,0.001,[0.],[0.],[0.],[0.]
1,0.002,[2.29356843e-11],[2.29356843e-08],[2.29356843e-05],[2.49998958e-05]
2,0.003,[1.37612897e-10],[1.14677213e-07],[9.17415283e-05],[9.99983333e-05]
3,0.004,[4.58704015e-10],[3.21091119e-07],[0.00020641],[0.00022499]
4,0.005,[1.14674191e-09],[6.88037893e-07],[0.00036695],[0.00039997]
5,0.006,[2.40811147e-09],[1.26136957e-06],[0.00057333],[0.00062493]
6,0.007,[4.49503876e-09],[2.08692729e-06],[0.00082556],[0.00089987]
7,0.008,[7.70557769e-09],[3.21053892e-06],[0.00112361],[0.00122475]
8,0.009000000000000001,[1.23835943e-08],[4.67801662e-06],[0.00146748],[0.00159957]
9,0.010000000000000002,[1.89187487e-08],[6.53515441e-06],[0.00185714],[0.00202432]
10,0.011000000000000003,[2.77464745e-08],[8.82772577e-06],[0.00229257],[0.00249896]
11,0.012000000000000004,[3.93479557e-08],[1.16014812e-05],[0.00277376],[0.00302348]
12,0.013000000000000005,[5.42501017e-08],[1.4902146e-05],[0.00330066],[0.00359784]
13,0.014000000000000005,[7.30255192e-08],[1.87754174e-05],[0.00387327],[0.00422203]
14,0.015000000000000006,[9.62924819e-08],[2.32669628e-05],[0.00449155],[0.004896]
15,0.016000000000000007,[1.24714899e-07],[2.84224166e-05],[0.00515545],[0.00561973]
16,0.017000000000000008,[1.59002277e-07],[3.42873785e-05],[0.00586496],[0.00639318]
17,0.01800000000000001,[1.99909688e-07],[4.09074107e-05],[0.00662003],[0.0072163]
18,0.01900000000000001,[2.48237723e-07],[4.83280355e-05],[0.00742062],[0.00808907]
19,0.02000000000000001,[3.04832456e-07],[5.65947332e-05],[0.0082667],[0.00901143]
20,0.02100000000000001,[3.70585396e-07],[6.57529392e-05],[0.00915821],[0.00998334]
21,0.022000000000000013,[4.46433438e-07],[7.5848042e-05],[0.0100951],[0.01100475]
22,0.023000000000000013,[5.33358818e-07],[8.69253808e-05],[0.01107734],[0.01207561]
23,0.024000000000000014,[6.32389061e-07],[9.90302427e-05],[0.01210486],[0.01319587]
24,0.025000000000000015,[7.44596922e-07],[0.00011221],[0.01317762],[0.01436546]
25,0.026000000000000016,[8.71100334e-07],[0.0001265],[0.01429555],[0.01558434]
26,0.027000000000000017,[1.01306235e-06],[0.00014196],[0.0154586],[0.01685244]
27,0.028000000000000018,[1.17169107e-06],[0.00015863],[0.01666671],[0.01816969]
28,0.02900000000000002,[1.34823959e-06],[0.00017655],[0.01791981],[0.01953604]
29,0.03000000000000002,[1.54400594e-06],[0.00019577],[0.01921783],[0.0209514]
