,time,qpos,qvel,qacc,ctrl
0,0.001,[-5.27405987e-05],[-0.0527406],[-52.74059872],[-57.4872526]
1,0.002,[-0.00013264],[-0.07989561],[-27.15500922],[-29.59911526]
2,0.003,[-0.00021852],[-0.08588338],[-5.9877766],[-6.52706684]
3,0.004,[-0.00031071],[-0.09218989],[-6.30650874],[-6.87473762]
4,0.005,[-0.00044756],[-0.13684961],[-44.65972047],[-48.68000974]
5,0.006,[-0.0005923],[-0.14474001],[-7.89039595],[-8.60184876]
6,0.007,[-0.00074654],[-0.15423955],[-9.49953583],[-10.35623719]
7,0.008,[-0.00091397],[-0.16742796],[-13.18841197],[-14.37756611]
8,0.009000000000000001,[-0.00111156],[-0.19759737],[-30.16941364],[-32.88735067]
9,0.010000000000000002,[-0.00132854],[-0.21697722],[-19.37985242],[-21.12731047]
10,0.011000000000000003,[-0.00153598],[-0.2074338],[9.54342183],[10.3984199]
11,0.012000000000000004,[-0.00170723],[-0.1712598],[36.17400459],[39.42514463]
12,0.013000000000000005,[-0.00192347],[-0.21623653],[-44.97673467],[-49.02966518]
13,0.014000000000000005,[-0.00219576],[-0.27228434],[-56.04781119],[-61.09777497]
14,0.015000000000000006,[-0.0025345],[-0.33874357],[-66.45922501],[-72.44701736]
15,0.016000000000000007,[-0.00286435],[-0.32985056],[8.89300761],[9.68591928]
16,0.017000000000000008,[-0.00322517],[-0.36082223],[-30.97167008],[-33.76755015]
17,0.01800000000000001,[-0.00354896],[-0.32378758],[37.03464633],[40.35827284]
18,0.01900000000000001,[-0.00380124],[-0.2522755],[71.51208746],[77.93773077]
19,0.02000000000000001,[-0.00406295],[-0.26171857],[-9.44307756],[-10.30414155]
20,0.02100000000000001,[-0.00439991],[-0.33695922],[-75.24064467],[-82.02425993]
21,0.022000000000000013,[-0.00470471],[-0.30479475],[32.16446613],[35.04631918]
22,0.023000000000000013,[-0.00501497],[-0.31025941],[-5.46466097],[-5.97032637]
23,0.024000000000000014,[-0.00533257],[-0.31760152],[-7.34211006],[-8.01765896]
24,0.025000000000000015,[-0.00570728],[-0.37471429],[-57.11276506],[-62.26860759]
25,0.026000000000000016,[-0.00613194],[-0.42465489],[-49.94059978],[-54.4520502]
26,0.027000000000000017,[-0.00656334],[-0.43139925],[-6.74436532],[-7.36940438]
27,0.028000000000000018,[-0.0068574],[-0.29406708],[137.33217469],[149.67275465]
28,0.02900000000000002,[-0.00719863],[-0.3412228],[-47.15572349],[-51.41991978]
29,0.03000000000000002,[-0.00743866],[-0.24003771],[101.18508927],[110.27056193]
30,0.03100000000000002,[-0.00765043],[-0.21176623],[28.27148334],[30.79402505]
31,0.03200000000000002,[-0.00785744],[-0.20700911],[4.75712491],[5.16275116]
32,0.03300000000000002,[-0.00809505],[-0.23761286],[-30.60375558],[-33.38121779]
33,0.03400000000000002,[-0.0083796],[-0.28454975],[-46.93689317],[-51.18503704]
34,0.035000000000000024,[-0.00878218],[-0.40257435],[-118.02459899],[-128.67147378]
35,0.036000000000000025,[-0.00926722],[-0.48504746],[-82.47310996],[-89.92153548]
36,0.037000000000000026,[-0.00970151],[-0.43428561],[50.76185],[55.30314345]
37,0.03800000000000003,[-0.01010127],[-0.39975897],[34.52664071],[37.60548728]
38,0.03900000000000003,[-0.01054872],[-0.44745488],[-47.69590485],[-52.01826382]
39,0.04000000000000003,[-0.01100522],[-0.45650114],[-9.04626476],[-9.8914729]
40,0.04100000000000003,[-0.01143122],[-0.42599783],[30.50331236],[33.21622275]
41,0.04200000000000003,[-0.01181191],[-0.3806895],[45.30832816],[49.35243634]
42,0.04300000000000003,[-0.01215877],[-0.34685336],[33.83613848],[36.84662929]
43,0.04400000000000003,[-0.01252398],[-0.36521018],[-18.3568193],[-20.04471541]
44,0.04500000000000003,[-0.01287888],[-0.35490828],[10.30190395],[11.19221821]
45,0.046000000000000034,[-0.01332522],[-0.44633922],[-91.43094404],[-99.69763051]
46,0.047000000000000035,[-0.01380681],[-0.48158478],[-35.24556239],[-38.45687797]
47,0.048000000000000036,[-0.01432513],[-0.51831706],[-36.73227785],[-40.07881501]
48,0.04900000000000004,[-0.01486363],[-0.53850818],[-20.19111609],[-22.05047394]
49,0.05000000000000004,[-0.01541603],[-0.55239954],[-13.89136344],[-15.18532821]
50,0.05100000000000004,[-0.01590988],[-0.49384972],[58.54981742],[63.77393339]
51,0.05200000000000004,[-0.01642387],[-0.5139838],[-20.1340755],[-21.9929631]
52,0.05300000000000004,[-0.01691438],[-0.49051711],[23.46669361],[25.53036276]
53,0.05400000000000004,[-0.01734499],[-0.43060382],[59.91328943],[65.25570882]
54,0.05500000000000004,[-0.01778806],[-0.44306874],[-12.46492721],[-13.6378144]
55,0.05600000000000004,[-0.01823875],[-0.4506896],[-7.62085952],[-8.35908436]
56,0.057000000000000044,[-0.01864522],[-0.40647072],[44.21888612],[48.14491222]
57,0.058000000000000045,[-0.01904028],[-0.39506741],[11.40330879],[12.37473689]
58,0.059000000000000045,[-0.01949599],[-0.45571052],[-60.64310917],[-66.15702116]
59,0.060000000000000046,[-0.01989678],[-0.40078283],[54.92768685],[59.81380558]
60,0.06100000000000005,[-0.02027999],[-0.38321013],[17.57269976],[19.09569039]
61,0.06200000000000005,[-0.02068423],[-0.40424019],[-21.03005755],[-22.98244264]
62,0.06300000000000004,[-0.02104171],[-0.35748062],[46.75957387],[50.90706618]
63,0.06400000000000004,[-0.02143657],[-0.39486434],[-37.38372487],[-40.81018129]
64,0.06500000000000004,[-0.02183548],[-0.39890961],[-4.04527447],[-4.47243217]
65,0.06600000000000004,[-0.02220356],[-0.36807511],[30.83450319],[33.54535176]
66,0.06700000000000005,[-0.02261165],[-0.4080928],[-40.01768792],[-43.68461954]
67,0.06800000000000005,[-0.02303835],[-0.42669668],[-18.60387591],[-20.34476516]
68,0.06900000000000005,[-0.02342394],[-0.3855914],[41.10527629],[44.7369553]
69,0.07000000000000005,[-0.0238612],[-0.43725738],[-51.66597705],[-56.38484533]
70,0.07100000000000005,[-0.02423515],[-0.37395026],[63.30711793],[68.93454171]
71,0.07200000000000005,[-0.02460748],[-0.37233545],[1.61480894],[1.6888247]
72,0.07300000000000005,[-0.02494456],[-0.33708074],[35.25470553],[38.35521652]
73,0.07400000000000005,[-0.02528376],[-0.33919404],[-2.1133008],[-2.3769021]
74,0.07500000000000005,[-0.02560635],[-0.3225912],[16.602848],[18.02270216]
75,0.07600000000000005,[-0.02586375],[-0.25740413],[65.18706299],[70.97854741]
76,0.07700000000000005,[-0.02612215],[-0.25839496],[-0.99082341],[-1.15610605]
77,0.07800000000000006,[-0.02645036],[-0.32821034],[-69.81538263],[-76.1756358]
78,0.07900000000000006,[-0.02672528],[-0.27492754],[53.2828005],[58.00041822]
79,0.08000000000000006,[-0.02692925],[-0.20396324],[70.96430332],[77.27244747]
80,0.08100000000000006,[-0.0271793],[-0.25005693],[-46.09369629],[-50.32137215]
81,0.08200000000000006,[-0.02738639],[-0.20708501],[42.97192643],[46.75942096]
82,0.08300000000000006,[-0.02759958],[-0.21318948],[-6.10447457],[-6.73446535]
83,0.08400000000000006,[-0.02777444],[-0.1748654],[38.32407494],[41.69202643]
84,0.08500000000000006,[-0.02797645],[-0.20200669],[-27.14128615],[-29.66573158]
85,0.08600000000000006,[-0.0282623],[-0.28585365],[-83.84695855],[-91.47550878]
86,0.08700000000000006,[-0.02861927],[-0.35696914],[-71.11548594],[-77.59904456]
87,0.08800000000000006,[-0.02900487],[-0.38559145],[-28.6223111],[-31.28253412]
88,0.08900000000000007,[-0.02936778],[-0.36291406],[22.67738941],[24.6330051]
89,0.09000000000000007,[-0.02975949],[-0.39170911],[-28.79504982],[-31.47302126]
90,0.09100000000000007,[-0.03017241],[-0.412925],[-21.21588884],[-23.21288808]
91,0.09200000000000007,[-0.03057802],[-0.4056082],[7.31680004],[7.88652811]
92,0.09300000000000007,[-0.03096795],[-0.38993135],[15.67685047],[16.99778991]
93,0.09400000000000007,[-0.03132979],[-0.36183953],[28.09181627],[30.52895561]
94,0.09500000000000007,[-0.03168835],[-0.35855529],[3.28423945],[3.4876325]
95,0.09600000000000007,[-0.03200619],[-0.31784534],[40.7099546],[44.28060732]
96,0.09700000000000007,[-0.03228772],[-0.2815222],[36.3231363],[39.49804043]
97,0.09800000000000007,[-0.03263651],[-0.34879915],[-67.27695527],[-73.42688748]
98,0.09900000000000007,[-0.03300866],[-0.37214633],[-23.34717732],[-25.54445549]
99,0.10000000000000007,[-0.03343713],[-0.42846832],[-56.32198421],[-61.48808963]
