,time,qpos,qvel,qacc,ctrl
0,0.001,[ 5.23220615e-06 -3.66647720e-06],[ 0.00523221 -0.00366648],[ 5.23547516 -3.67182987],[0. 0.]
1,0.002,[ 1.55120681e-05 -1.04068808e-05],[ 0.01027986 -0.0067404 ],[ 5.05063059 -3.07866941],[0.17999988 0.39999333]
2,0.003,[ 3.06553599e-05 -1.96293412e-05],[ 0.01514329 -0.00922246],[ 4.86611067 -2.48619078],[0.35999904 0.79994667]
3,0.004,[ 5.04782097e-05 -3.07427411e-05],[ 0.01982285 -0.0111134 ],[ 4.68194541 -1.89446534],[0.53999676 1.19982001]
4,0.005,[ 7.47971298e-05 -4.31567866e-05],[ 0.02431892 -0.01241405],[ 4.49816478 -1.3035644 ],[0.71999232 1.59957337]
5,0.006,[ 1.03429047e-04 -5.62820789e-05],[ 0.02863192 -0.01312529],[ 4.3147987  -0.71355914],[0.899985   1.99916677]
6,0.007,[ 1.31994821e-04 -6.59276793e-05],[ 0.02856577 -0.0096456 ],[-0.06751035  3.48287917],[1.07997408 2.39856026]
7,0.008,[ 1.60432205e-04 -7.16387060e-05],[ 0.02843738 -0.00571103],[-0.12995532  3.9381983 ],[1.25995884 2.79771389]
8,0.009000000000000001,[ 1.92848382e-04 -7.67944420e-05],[ 0.03241618 -0.00515574],[3.97998683 0.55425819],[1.43993856 3.19658776]
9,0.010000000000000002,[ 2.29308347e-04 -8.13888497e-05],[ 0.03645996 -0.00459441],[4.04500253 0.56027621],[1.61991252 3.59514197]
10,0.011000000000000003,[ 2.69877349e-04 -8.54165255e-05],[ 0.040569   -0.00402768],[4.11027335 0.56565938],[1.79988    3.99333667]
11,0.012000000000000004,[ 3.09256850e-04 -8.28035509e-05],[0.0393795  0.00261297],[-1.19248692  6.64714375],[1.97984028 4.39113203]
12,0.013000000000000005,[ 3.52460541e-04 -7.86336554e-05],[0.04320369 0.0041699 ],[3.82494232 1.55685824],[2.15979265 4.78848829]
13,0.014000000000000005,[ 3.99308750e-04 -7.23251853e-05],[0.04684821 0.00630847],[3.64498172 2.13910984],[2.33973637 5.1853657 ]
14,0.015000000000000006,[ 4.49622485e-04 -6.32980182e-05],[0.05031374 0.00902717],[3.46570343 2.71982848],[2.51967073 5.58172459]
15,0.016000000000000007,[ 5.03223467e-04 -5.09736327e-05],[0.05360098 0.01232439],[3.28713672 3.29894436],[2.69959502 5.9775253 ]
16,0.017000000000000008,[ 5.59934155e-04 -3.47751781e-05],[0.05671069 0.01619845],[3.10931078 3.87638782],[2.87950851 6.37272826]
17,0.01800000000000001,[ 6.19577778e-04 -1.41275437e-05],[0.05964362 0.02064763],[2.93225473 4.45208941],[3.05941047 6.76729396]
18,0.01900000000000001,[6.81978363e-04 1.15425721e-05],[0.06240058 0.02567012],[2.75599761 5.02597986],[3.23930021 7.16118294]
19,0.02000000000000001,[7.46960763e-04 4.28065927e-05],[0.0649824  0.03126402],[2.58056834 5.5979901 ],[3.41917698 7.5543558 ]
20,0.02100000000000001,[8.14350687e-04 8.02339945e-05],[0.06738992 0.0374274 ],[2.4059958  6.16805125],[3.59904008 7.94677323]
21,0.022000000000000013,[0.00088397 0.00012439],[0.06962404 0.04415824],[2.23230872 6.73609466],[3.77888878 8.33839599]
22,0.023000000000000013,[0.00094977 0.00018227],[0.0657952  0.05787803],[-3.8354966 13.7337305],[3.95872236 8.72918492]
23,0.024000000000000014,[0.00101746 0.000248  ],[0.06768984 0.06572937],[1.89227273 7.85774254],[4.13854011 9.11910094]
24,0.025000000000000015,[0.00108687 0.00032214],[0.06941388 0.07414172],[1.72140892 8.41933199],[4.31834131 9.50810506]
25,0.026000000000000016,[0.00115784 0.00040525],[0.07096834 0.0831128 ],[1.55154462 8.97863126],[4.49812523 9.89615837]
26,0.027000000000000017,[0.0012302  0.00049789],[0.07235424 0.09264026],[1.38270809 9.53557282],[ 4.67789117 10.28322208]
27,0.028000000000000018,[0.00130377 0.00060062],[0.07357263 0.10272166],[ 1.21492745 10.09008939],[ 4.85763838 10.66925747]
28,0.02900000000000002,[0.00137288 0.00071999],[0.06910786 0.11937053],[-4.47278178 16.66572429],[ 5.03736617 11.05422594]
29,0.03000000000000002,[0.00144288 0.00085053],[0.06999879 0.1305447 ],[ 0.88692335 11.18398235],[ 5.21707381 11.438089  ]
30,0.03100000000000002,[0.0015136 0.0009928],[0.07072553 0.14226516],[ 0.72247374 11.73083139],[ 5.39676058 11.82080827]
31,0.03200000000000002,[0.00158489 0.00114733],[0.07128926 0.15452923],[ 0.55919145 12.27498895],[ 5.57642577 12.20234546]
32,0.03300000000000002,[0.00165658 0.00131466],[0.07169117 0.16733414],[ 0.39710405 12.81638908],[ 5.75606865 12.58266242]
